Habituality,Concordance
0,"his one when we came back home it was supposed to be over. But like I said, that last one in Toronto i"
0,"ee that, the streets is not where you supposed to be. You know what I'm saying, you see that you not su"
0,"u be trying to be like this person, you trying to be like that person like, what is that doing for you"
0,"people like- you grow up, like- you be trying to be like this person, you trying to be like that pers"
0,"up I know it's- y- it's your mama, you trying to be rebellious, you trying to do- but what was that m"
0,ax everywhere that day. [] [] [She was] trying to be sexy and shit we- [] [We was nervous] as a mother
0,"LeBron] fan. [I don't like Cleveland.] I used to be a LeBron fan, I ain't [gonna lie. I was.] [When-"
0,when- when Bron Bron played for us D Wade used to be getting his ass. Hell [yeah.] [Smacking] that ass
0,"ause that person will always- /Why-/ Say, I wanna be like you. Say I see you with your orange shirt on"
0,"nd like- Don't make me get on the Redskins, we'll be talking for two more hours. [Oh okay well-] no we"
0,y can] ball out without Stephen Curry. They would be a total different team without Draymond Green. Th
0,im is on a mission. He already know.] [I wouldn't be surprised if they won.] [You gotta think about it
0,"I might do that] next [weekend.] [Mm-hm, /you'll be like this is-/] [Do a small] version, cause it's"
0,ck then? [Well back] then [/?/] we used to always be like- I don't know. I think back then the words l
0,ade selling drugs so it's always gonna looked at- be looked at as something that's prosperous. And wha
0,"rent parts of the area. Like for instance, it can be one neighborhood over here that might not like a"
0,ligion. Like I don't have a religion that I could be like oh I'm this or that. I don't even wanna labe
0,a name they was- they cam- I don't- I can't even be honest- I don't even know. They ain't never had n
0,"always gonna have a unique- uh, it's always gonna be a unique place to live or be at. Mm-hm. What are"
0,"ing, I think the- the city itself is always gonna be like, unique. Uh, just the people that come from"
0,"to [you right now?] [Like if you was to call] me, be like, uh, be like, man, I just got in a car accid"
0,"na have a little bit more than this neighborhood. Be seen better, /well- when/, uh, nicer cars and nic"
0,"h, it's always gonna be a unique place to live or be at. Mm-hm. What are s- some of the words, what ar"
0,"like something happened in the news or something, be like kill. Like, you know what I'm saying? Mm-hm."
0,"his day, like me getting older, like she'll still be like where you wanna go out to eat after your bir"
0,m. How do you feel about that? I mean I don't- To be honest with you- I mean like you grew up- you bee
0,t in a normal just talking to somebody. It has to be something that happened on the other side to make
0,ah I-] [Yeah yeah. I don't- I don't wanna have to be confined to restrictions of different things just
0,"od, why do you think it's that way? Uh, I mean to be honest with you I just think it's, uh, it's a lac"
0,"in by just believing somebody else's opinion, to be honest with you. That's what I honestly feel. Can"
0,"eaking] of belief, what do you believe in? Um, to be honest with you I just- I just believe there is a"
0,"Six Flags. It's in, um, in Largo. But it used to be called- It actually was called Wild World. When w"
0,t? Yeah. What are some of the slangs that used to be said- words back then? [Well back] then [/?/] we
0,a area where it's dog eat dog and everybody tryna be on the top. But I- that's just my opinion of it.
0,"now?] [Like if you was to call] me, be like, uh, be like, man, I just got in a car accident. And you"
0,"selves. Um, most people from DC they like to, uh, be dressed nice, have nice things. Like, hold up a,"
0,obtain knowledge in this box right here. I wanna be able to have knowledge on everything. I don't wan
0,so certain- certain people you probably wouldn't be cool with if y'all families had a history of not
0,"Just tryna educate myself now to, uh- where I can be an example of the knowledge and the things that I"
0,"ow you the- the power of the brain and how it can be tricked. If- if you allow it to, and you will be"
0,"if somebody gonna be acting different, it's gonna be the other person. Like I- I- I wouldn't act diffe"
0,"m not gonna act different. Like if somebody gonna be acting different, it's gonna be the other person."
0,"It's a whole scheme. You know? So it's- You gotta be- you- it takes strength to really like, restrain."
0,"just so confused when I was going to church. I'd be aksing questions in, um, in Sunday School as a li"
0,"no more, you know what I mean? Or you might just be like, I do- never even wanted to- How did I know"
0,x. Like- and- and- and I don't- I- I'd rather not be in a box. What- Have- Were you ever in the box at
0,", uh, I used to always aks her questions so she'd be like, boy you stop aksing me all these questions."
0,"I'm not tripping. Like, this is- Everybody should be mad about this. You know what I [mean, sort of th"
0,"s was just like- it was huge. And both 'em sposta be party wings. Like, that's just an example. Like s"
0,"ings. Just trying to like, get myself in order to be- Can you give me an example of what you just said?"
0,"examples, some foods that- that are perceived to be good but really not? Um, well I just seen the vid"
0,"w, but at some point, I- I kind of like wanted to be like- I- I wouldn't say accepted, but I just- I s"
0,"n you learn the history. You might not even wanna be a Redskin fan no more, you know what I mean? Or y"
0,"'m tryna get myself in, uh, physical- Um, I wanna be physically, mentally, spiritually, everything bal"
0,"be tricked. If- if you allow it to, and you will be in a daze. People like in a daze. And some people"
0,"n you give some examples please, cause you'd- you be helping me also. Like can you give me some exampl"
0,"know what I mean? And it's- it's tight to go and be able to do that. Like, musicians, the people that"
0,"t no drums. Oh, okay. Hand eye coordination gotta be good. You gotta be able to get a beat /??/. I nev"
0,y. Hand eye coordination gotta be good. You gotta be able to get a beat /??/. I never really like inve
0,"ome chicken. And put the mumbo sauce on there. To be honest with you, I don't even know what's in mumb"
0,know what I mean? It's- it's- it's just tight to be able to see different people playing different in
0,"en if you got to] do all- [] [You know, I /could/ be honest with you player, you know.] I got you cham"
0,"I- like I said man what's understood ain't gotta be explained, big dog, you know. You said- you just"
0,"e a month or once a year or whatever the case may be that was exciting? Uh, I mean, /um,/ yeah. I mean"
0,"it's true like, you know what I'm saying, I might be thinking something and he might just say it. It b"
0,"e crazy. Oh wow. Give me an example. Like I might be- you know, /my/ might, uh, be thinking about a son"
0,"hatever, people used to be like- or the teacher'd be like yeah, you know, what did you and your father"
0,"ardless of what the situation is or what needs to be done, it's no- You know, family's first and, you"
0,"or his medical assistant, and then he supposed to be going to school, uh, I think in the fall for some"
0,"ool, first day of school whatever, people used to be like- or the teacher'd be like yeah, you know, wh"
0,"ample. Like I might be- you know, /my/ might, uh, be thinking about a song lyrics or whatever and then"
0,"saying/- you know what I'm saying, little brother be competition, you know what I'm saying, I ain't go"
0,like- it's like how them cats [say-] [So] it can be used in a lot of different terms? S- /unintelligi
0,"cale like that, as small as that, I know it could be bigger and better, you know what I'm saying, if I"
0,"rent ways?] you know, I might crack a joke and it be like, yeah man, you know, I seen you on, you know"
0,"n't nowhere, you know what I'm saying, cause it'd be tighter if they was up twenty-four thirteen, you"
0,"nd my brother used to play so many games and just be like, man I know if I- you talk to shorty I can t"
0,"e big bama shit, you know what I'm saying. /Just/ be like- like dog like nah I just told you r- my rea"
0,"me was /RD-NAME-2/ b- just because she would like be talking like, you know what I'm saying, everythin"
0,"seen a little- an inside or whatever the case may be, but, you know, I'm still curious, I wanna, you kn"
0,"e to be, you know, games or whatever the case may be, you know. So I ain't really looking at superhero"
0,"you know, sell you short or whatever the case may be. You know what I'm saying, keep it real to yoursel"
0,"circle, and other times we don't. So a dude might be like, yeah man, blah, blah, blah, man what's up m"
0,"d of the day, you know, he might do something /?/ be like, damn that was petty. I might do the same bu"
0,"that was petty. I might do the same but it still be like, yeah I still love you at the end of the day"
0,"your favorite on Disney? Uh, it probably have to be- Uh, what was that s- joint called? Uh, uh, Even S"
0,"fth one? Um, well, I guess, the fifth one have to be, uh- Cause you said, the g- you said Godfather. Ye"
0,"the powerful movie that I seen, um, would have to be, um, I can't even- What was it? I can't even- Insp"
0,"er and everything, but I think it's some money to be made right there, or whatever, you know, definite"
0,"on? It's a tool, it's a- it's a- it's supposed to be used, it's supposed to- it's supposed to- you sup"
0,"ng, definitely, you know, you got what it take to be who you want. And, you know, don't let nobody, yo"
0,"now, everyday life. You know, I don't got time to be, you know, games or whatever the case may be, you"
0,"u know what I'm saying. I was more so like try to be like more I guess, realistic with it, you know wh"
0,"etty, but, you know what I'm saying, /it wouldn't be like, oh yeah./ Like I remember like me /rolled o"
0,our long termers. Mm-hm. Mm-hm. And he's doing a be- He's gonna be here. Uh-huh. [He's gonna be a-] [/
0,n with anybody. Yup. You have to get out here and be lily white with the best of 'em. And you can- It'
0,t to be able to sell and market your product [and be able to] present about it. [Mm-hm.] You got to ma
0,body has to pay for [anything.] [You ain't gonna] be in debt. Exactly! [You don't have to worry about]
0,on because that is the only way that we are gonna be able to progress as a society is through educatio
0,na be here. Uh-huh. [He's gonna be a-] [/He gonna be l-/] [He's gonna be a] junior staff. [/unintellig
0,[He's gonna be a-] [/He gonna be l-/] [He's gonna be a] junior staff. [/unintelligible/] [That's right
0,ing a be- He's gonna be here. Uh-huh. [He's gonna be a-] [/He gonna be l-/] [He's gonna be a] junior s
0,rs. Mm-hm. Mm-hm. And he's doing a be- He's gonna be here. Uh-huh. [He's gonna be a-] [/He gonna be l-
0,"der cause whoever his girlfriend or wife is gonna be, she's gonna have to know how to cook. Mm-hm. She"
0,"got to sing in both of those services. It's gonna be dynamic. Cause we're gonna have a um, pastor from"
0,where it's gonna stand still? I think it's gonna be the point where it stands still cause a lot of Wa
0,ss- Miss me with all of that. [So it's] not gonna be a next [time. ] [Uh-huh.] [] I'm'a ask you a coup
0,"of 'em. Because that's the only way that we gonna be able to get ahead, [if you just] keep going to sc"
0,"and say, look, get it together, else you're gonna be off my team. So she made sure that her kids were"
0,Mm-hm. And he's seven now. S- He's seven. [He'll be-] [And he's] been going to the Boys and Girl- for a
0,at pig tails.] [Oof. And your ha-] And your house be stank up. Mm. /RD-NAME-1/ eats all that stuff too
0,"you could give one piece of advice, what would it be and why? Go to school and get your education beca"
0,"er. They're not as close as I think family should be. They're close, but they're not real close cause o"
0,"ah!] It was the [thing.] [Mm-hm.] Um, some of the be- We had, when we first went- go go first came abou"
0,"able to o- He opened our eyes to a lot of things, be it the Civil Rights Movement, apartheid over in S"
0,"s, you have a lot of places what they consider to be affordable housing. Mm-hm. And if you come in and"
0,"y.] [Yeah], and I wasn't one that was built f- to be a cheerleader. My rhythm is not the [best.] [Hm.]"
0,"else? (whispered) Computer classes. You can go to be a um, dialysis technician, um, home health [aid.]"
0,s because those are your basic things. You got to be able to sell and market your product [and be able
0,. Because we got to support each other. We got to be there for each other. We- If we don't uplift each
0,"any of these kids out here nowadays, you have to be versatile Mm-hm. in your interaction with anybody"
0,"Not in ninth grade, you can't do it. You have to be- Y- We could have, but when we were um, a all girl"
0,"taught me how to cook. She just taught me how to be a lady. Some days it work, somedays it don't. []"
0,"hat's great. [Yeah-huh.] [So I] know how it is to be the little sister, and like I don't- I don't- Mm-"
0,something. Mm-mm. [Mm-mm.] [I got]- I- It need to be this color with this and this and this. Mm-hm. An
0,"school. So you in a- That's a good situation [to be in.] [How-] And after she said that, it made me f"
0,get older. That's why I refuse to allow my son to be any old thing out here. Mm-hm. He might try his h
0,"Benco Shopping Center? Mm-hm. Mm-hm. That used to be a grocery store. Wow. Where um, Kipp DC is [now?]"
0,store that sits right there next to Kipp used to be a People's Drug Store. And if you go further up B
0,"here the hair braiding place is now, that used to be a cleaners. And then, the twenty four hour store"
0,"p. [At the very] top of Coral Hills, that used to be a Giant and a CVS. [Mm-hm.] When CVS- Before CVS"
0,"Clinic, right there on [Minnesota Avenue] used to be a Giant. [Mm-hm.] Really? [And then-] [Yes.] So t"
0,closed long before Safeway opened. There used to be a Giant um- trying to think. You know right there
0,"can't think of the name of it. Um, there used to be a famous rapper that used to um, rap with Essence"
0,"ers. And then, the twenty four hour store used to be an actual Seven Eleven. [Mm.] [] [So this neighbo"
0,"you're down by um, You know where um, it used to be called Antoinette Gardens when we were coming up,"
0,"he Denny's. [Yes.] [That used-] Yes, that used to be Gino's Fried Chicken. Um, at the top of Coral Hil"
0,"gar.] [And one of the big] landmarks that used to be in this area too, was um, the Chef's Table. Mm-hm"
0,hwest. I remember Triples Night Club that used to be on Branch Avenue. I remember when down Southwest
0,hat's the Senator? The movie theater that used to be right there on Benning Road. I did not know that.
0,Supply that sits right there. Mm-hm. That used to be the Senator. And if you look at the top of the bi
0,"- I think that's Benning Road and H, that used to be the only black owned record store on this side of"
0,"Where um, Kipp DC is [now?] [Mm-hm.] That used to be what we used to call The Market. We used to can g"
0,"know that. Yes! You- They give you five years to be on the system, and if you can obtain a four a yea"
0,he best of 'em. And you can- It's okay for you to be ratchet and ghetto fabulous with your girlfriends
0,"ean- And to me, the change, I don't think it will be accepted well. Why not? Because in these areas, y"
0,"know, saying if you have x, y, and z people will be like, hey. Look. And I'm [going-] [We need to] ke"
0,"have to have a cerclage done. I said, there will be no next time. So guess- Miss me with all of that."
0,"I can live, you know, way on what my salary would be. Mm-hm, [cause you'll have] more /in there/- [You"
0,"white guy, and he's still- If you see him, you'll be like, yep, I [remember. Cause he start- I] think"
0,"ink I wouldn't have met my husband, I would still be in the ghetto like some of my friends. So I appre"
0,"punished, so. If you wanna survive DC you have to be active. So. That's some good advice. ice."
0,"hen you shouldn't have any problems. My outlet to be out of the street life was basketball, volleyball"
0,"c? Yeah. Who's your favorite band? Uh, it used to be Junk Yard and Back Yard but they too- they bring"
0,"parents today, is stay active. If you don't wanna be on the street just stay active, keep your kids ac"
0,"your kids active. Um, The young girls today wanna be friends with they kids. That's why these kids gro"
0,"d? Um, I've been married for fourteen years, will be fifteen next year. Fifteen next year? Mm-hm. Okay"
0,"ran track. Um, if I didn't do them things I would be- I think I wouldn't have met my husband, I would s"
0,ics and handwriting. I think phonics should still be in the school cause that's how I learned how to r
0,"s behind, so I really don't even know anymore. To be honest. Maybe when you leave they'll come back. Y"
0,"at's one way you could, you know teach 'em how to be responsible and you know, how to study but they g"
0,"r the street lights came on. I mean, and we could be all over the neighborhood, you know, um, playing,"
0,"oot I can't move back up here cause I ain't gonna be able to afford that. Two thousand dollars, almost"
0,"y well, we gonna- we can't stay here, or we gotta be moved out cause you in a good place? Um, I'm not"
0,"ar Bear, he g- if he see me and my girlfriend, he be like, /RD-NAME-2/ and /RD-NAME-2/, /RD-NAME-2/ an"
0,"fourth grade? [Fifth] grade. [/?/] F- yeah, he'll be in fifth grade next year. It'll be his last year"
0,"ver. And I have a ten year old and I'm like, I'll be taking you to school all the way up into high sch"
0,"Lord, please, you know, bless my finances so I'll be able to do X, Y, Z for my son or whatever. I- I j"
0,"F- yeah, he'll be in fifth grade next year. It'll be his last year of elementary. Ooh, you gonna have"
0,"know, we'd be loud and stuff, but we would never be disrespectful. I'm scared to even catch the- the"
0,in our belly and clothes on your back. So please be grateful. Mm-hm. It's- it's- it's a lot. [Do you
0,"one of the luxuries that you have. Yup. So please be grateful and thankful. I said, because me, I'm no"
0,"azy, and that's- I had to tell my son that please be grateful about what you have cause it's kids out"
0,"got so many homeless people. N- everybody should be able to live in a home, no one should be homeless"
0,"it should be no reason that these families should be living in shelters, living in hotels. You know, i"
0,"two thousand, three thou- Uh-uh. Cause it should be no reason that these families should be living in"
0,"uld be homeless. That's how I feel. No one should be homeless in the United States of America, period."
0,"y should be able to live in a home, no one should be homeless. That's how I feel. No one should be hom"
0,"was outside, that was my first go go, so I had to be around sixteen. Yup, I was around sixteen. That w"
0,"to have a certain amount where they- that has to be affordable, uh, rent. Um, a- you know, a small po"
0,"this? I'm like, I don't understand. It- it has to be like, I don't know, more discipline or something,"
0,"But I still have- Because my mom taught me how to be a good hustler, Have that side hustle. you know w"
0,"now that you know, fitness is not, uh, nothing to be scared of or strenuous. You know, just have fun w"
0,build at least three or four places for people to be able to live affordably. And not charge no fiftee
0,"But, I don't know, apparently that's supposed to be a black thing I guess. I don't know. I'll have to"
0,"treet, and, you know, Twenty-first Street used to be off the chain. And I see a lot of them over there"
0,"rom elementary school. When, you know, we used to be outside. Um, The boys used to like to tease us an"
0,"ut the issue is- she said, but I just want you to be healthy and be around, you know, for your son. I"
0,"elf together, she said, cause I don't want you to be like me. She said, you know, I know it's /???/ th"
0,"always tell 'em, I'm like, I'm not where I wanna be, but we have a goal. You know what I'm saying, we"
0,"g on the bus, you know, back then, you know, we'd be loud and stuff, but we would never be disrespectf"
0,", and joning is- is ca- is- /Think about-/ It can be looked at, I guess, as bad you talk- but, nah, li"
0,"d my aunt there, Aunt /RD-NAME-2/, [cause she can be] taken care of there, so. [Okay.] Gotcha. (whisper"
0,"she have, like, kids or something there?] She can be taken care of there. Yeah, she had my aunt there,"
0,"time, you know. Cranking for somebody else could be the /roll of toms/. or someone singing, you can u"
0,"What do you remember most about school? It could be elementary school, middle school, high school. Di"
0,"why did she move? Was she ha- [Oh cause she could be taken-] [Did she have, like, kids or something th"
0,"this morning, so it's a move forward. It's gonna be extremely profitable, and- See what happens there"
0,", it's at a park, so it ain't- eh- it's not gonna be nothing to you know, doesn't disrespectful, no- i"
0,"n the game. One time? Can I be- which team- Can I be the Wizards? No. Oh okay, that's cool. Alright, w"
0,"ould let you beat me in the game. One time? Can I be- which team- Can I be the Wizards? No. Oh okay, th"
0,"ow, you have to learn the- to learn it, then I'll be good at it. Cause I ain't just gonna keep just si"
0,"'m going out around the] neighborhood, it's- it's be like- /RD-NAME-1/ You know, /RD-NAME-1/ and /RD-N"
0,And some of the rookies. Right. Will Otto Porter be playing this summer? Not in the Summer League. Mm
0,"could leave tomorrow, where would the first stop be? [/Here/?] [Am-] Amsterdam. Amsterdam, why? I don'"
0,play /in our/ neighborhood is Madden. You had to be good at Madden. Um If you weren't good in- If you
0,"d was big, but it wasn't that big where it had to be two separate busses, but that's what it was. Two"
0,"d, I mean just to be happy and just to be just to be alright. But you don't wanna do [anything, like t"
0,"s just to be- happy. I don't need, I mean just to be happy and just to be just to be alright. But you"
0,"what is this? Just- my long term goal is just to be- happy. I don't need, I mean just to be happy and"
0,"I don't need, I mean just to be happy and just to be just to be alright. But you don't wanna do [anyth"
0,"ke that to reach a- you know what I mean? Just to be satisfied with Oh we made a thousand dollars, or"
0,"lot of younger people there, it's just seemed to be trouble, but as far as the music itself, the musi"
0,"stions. Um, cause I know that you are studying to be a chef. Uh- How did you choose that? Like why? Yo"
0,", you know, okay, I know now, at first, I used to be like ah, they talking about my head, now it's oh"
0,"ou like, man. You wanna beat everybody, you wanna be the best. So. Were you the best? Some point I was"
0,gonna have a different style. Like Chuck Brown'd be like more slow pace. Or you know you had more slo
0,"sically you're wiling out. And lunchings- ca- can be used as a person, place, or thing. You could be l"
0,"ernment as far as that goes. You know, they could be just forcing niggas out, you know what I'm saying"
0,"You could be like, that's lunching. Or you could be like, you know, he's lunching. Or something like"
0,"n be used as a person, place, or thing. You could be like, that's lunching. Or you could be like, you"
0,what I'm saying. But that's how it's always gonna be. Until everybody's willing to be together and stan
0,"up to fight for the cause. Until then it's gonna be whatever they want, how they want, and when they"
0,as a lot of people in the crowd /and-/ Whether it be a lot of people standing to the crowd it was pack
0,"t we want right inf- in- in front of us, so it'll be shown instead of going off what everybody else is"
0,levision telling us one thing but they could just be being a puppet for the next man. But we really wo
0,"y must be from Maryland, or whatever the case may be? Like yeah, if you was from Baltimore, you now a p"
0,"okay they must- they're not from DC or they must be from Maryland, or whatever the case may be? Like"
0,go the other way the whole time. But you'll never be able to know that until you open your eyes. Do yo
0,"in it? Let me see. Uh, my g- guess would probably be like barbecue sauce, and hot sauce mixed. My gues"
0,"get everything we wanted to get but it made me to be the person who I am today, you know what I'm sayi"
0,black folks out I just think it's just trying to /be a- the/ richer environment. For real. Richer envi
0,t's always gonna be. Until everybody's willing to be together and stand up to fight for the cause. Unt
0,"d you gotta wait for people to battle, for you to be like, oh they said my neighborhood, or oh, this a"
0,"saying, or something that you do very well, we'll be like, nigga I'm tight. I'm tight at that. Or you'"
0,"rbecue sauce, and hot sauce mixed. My guess would be. It's probably barbecue sauce, hot sauce, just dif"
0,"u know, go go /wasn't is/ what it is. It wouldn't be what it is today if it wasn't what it was back in"
0,"es are nice too. The games are nice cause you can be around y'all fans, y'all all from the same state,"
0,. (laughing)] [] When we do bring some home don't be trying to go [party.] [] [I need you to] fly down
0,st need that one true star player. Which is gonna be [Kevin-] [That superstar.] Yeah. Which is gonna b
0,"e [Kevin-] [That superstar.] Yeah. Which is gonna be Kevin Durant. He's gonna come on home, you know h"
0,a tie between baseball and hockey. It'd probably be a tie. Cause when my Capitols win the god damn St
0,Wizards. And probably- I don't know it's probably be a tie between baseball and hockey. It'd probably
0,"ld you wanna go celebrate with? It would probably be my Redskins first, then my Wizards. And probably-"
0,"ke] if we could all go back in time, Yeah. That'd be it. [Well-] [But] um, let me aks you this, is, um"
0,"ng they- if they're in the finals and you have to be there and only pick these three teams are there,"
0,"yna be funny. [] [No.] No [sir I ain't] trying to be funny [sir I'm just-] [] [As- as far as] what, th"
0,you know what I mean? The memory I have /would to be/ always keep your grass cut so you can see the sna
0,is area- DC's had any championships? Oh you tryna be funny. [] [No.] No [sir I ain't] trying to be fun
0,"god damn Stanley Cup boy you /unintelligible/ we be the best. Mm-hm. Okay. [] [] Well, um, the Redski"
0,"be like, where the blams at? I might come in and be like, hey where the blam- you know where the blam"
0,"up], you do wanna be in a band, you think you can be, man I can do that, [you know what I'm saying, and"
0,"th it would appear that he's racist, and he could be, slightly. You know what I'm saying, cause the shi"
0,"ve. I mean, it- it- it could, [it could, it could be like- you know what I'm] saying, like, man that j"
0,"[blimmy and-] [Blimmy] or blam means f- it [could be used] as female. [Blam.] Like, man it's like thre"
0,"that- I mean, like how is that- I know that could be fun, man. If I had like- if I had ten or whatever"
0,e jobs and- that we could be getting and we could be feeding our families with. You know what I'm sayi
0,and shit and getting the jobs and- that we could be getting and we could be feeding our families with
0,"fuck up in this country /?/ that for you to even be like, I hate the nigga. I mean, you- I don't know"
0,"ary was in there and all that, the agenda's gonna be the same. So, just like when Obama was in there,"
0,"ght is you going? Like, yeah how many blams gonna be there? [/?/ oh okay.] [/??/ hal- half the] party?"
0,"me. But I see if anybody gonna help me it's gonna be myself. So, I got to the point where I got tired"
0,"it myself. If I like it, then it's- that's gonna be good enough, you know what I'm saying. I have peo"
0,"ing, what they would like to- Cause they're gonna be reading it, so I would- you know, what people- wh"
0,"d shit, but ain't nothing like- Mumbo sauce gotta be nice and thick. You know what I'm saying, and wit"
0,"like, this is going down at such and such house, be there or be square. That simple. Yeah. [] [That i"
0,"But he- he joke a lot, some of the shit he might be serious about. Yeah. /unintelligible/ /unintellig"
0,".] [Yeah,] or something that you like. So I might be like, man, uh, man, like- like- like- t- the jack"
0,"t I'm saying, so we listen to that shit, it might be certain things that we do like, certain songs, li"
0,"t I'm saying? Niggas from six forty. Niggas might be like, oh Capitol Heights, might throw your city o"
0,"just replacing Mo [with Bob.] [Yeah], they might be like, boy, (atypical pronunciation) like, you kno"
0,"our stamp, you know what I'm saying. So we might be like, where the blams at? I might come in and be"
0,"ometimes it do. Sometimes it- you know, you might be like, aight Rihanna did it. It all depends on the"
0,"ipping.] [Exactly.] [Yeah.] [You know], you might be out there selling drugs or what have you, the pol"
0,reenactment of s- industry songs. They might not be a r- /?/ go go got- is like a reenactment of in-
0,"is going down at such and such house, be there or be square. That simple. Yeah. [] [That it. ] That si"
0,"hink, what else, what else? Shit I have to really be talking to, you know what I'm saying. Aight well,"
0,music but what- what got you over that hump that be- that- that made you love it? You know what I'm sa
0,"Just by a other- like a kid maybe my age that'll be fucking with him, he can't beat 'em up, he'll com"
0,"nspiration to me. You know, um, whoever write the Be More Careful books and shit like that, the- the n"
0,"been.] [Yeah on that side anyway, I] know they'll be press to go to over that joint. It look nice thou"
0,"ildren's book, I would like- I would just like to be a author. So the book I'll tell you about now is"
0,"a- a horror book, you know. I would just like to be the- uh, use my creative side of my mind on all o"
0,"your ass to where you wanna be, where you need to be. And that goes for everybody that's not an America"
0,", and if you not a citizen then you don't need to be here. I mean, I can, but I- I- I- I- I get his po"
0,"hink they have- do you think they have reasons to be, um- No, just by with- what's- what's been said. I"
0,"there. You know what I'm saying, you [supposed to be able] to see a nigga coming from down the street."
0,[Like you- Yeah.] [Yeah. ] you ain't supposed to be [doing or you getting over] on people you doing [
0,"it that- that's been taught to us that- for us to be taught that well a white person made this, actual"
0,some- tell me about some spots that- that used to be in the city that you usually go to when you- you
0,"p at the same time, rap and sing. So they used to be like, aight well we gonna put you- You know, I ju"
0,"d. You know what I'm saying, I used to- I used to be the singer in that band. I went from like the dru"
0,y hate Trump. Fuck did Trump do to you for you to be out there talking about you hate him? What the fu
0,for? He haven't even done anything yet for you to be out here even rioting? Why the fuck don't you eve
0,s man? Do you even know about politics for you to be out here- Do you think they have- do you think th
0,"hat's that.] [You know, growing up], you do wanna be in a band, you think you can be, man I can do tha"
0,"from America. So take your ass to where you wanna be, where you need to be. And that goes for everybody"
0,"my- my- my- my, um, accomplishments, then I will be you know, in a good position. Mm-hm. What- what a"
0,"ke- they talk like we do too. You know some /will be/ like, nah, Bob, like I ain't going around there,"
0,"l, but I was just thought that maybe a book would be easier than to write a movie script. So may- And"
0,cene. So the first song I would have to say would be- See you wouldn't know if I told- I'm'a say one yo
0,"ah, like-] [Yeah.] [Well, aight well], what would be like, a view for you? What's- what is your pers-"
0,"catches on, and then next thing you know], you'd be surprised how that word- all them words is- you k"
0,"yed there until how old? Until I was um, I had to be like nine. Nine or eight. And then where did y'al"
0,"today, [Mm-hm.] [what would that] piece of advice be? Keep your mouth closed and listen. Mm. Why you sa"
0,"t your own] switch off- off the tree. [] Couldn't be no wobbly switch, [it had to be one that went] []"
0,hildren. Okay he [hasn't had-] [I think] he gonna be like his mother. [Wait until] [He'll wait on-] a
0,ility on your mother. It's nothing that you gonna be able to do because you a kid yourself. Mm-hm. And
0,"us that, I don't care what kind of job you have, be the best at it. Be the best at whatever you do. S"
0,"are what kind of job you have, be the best at it. Be the best at whatever you do. So by me cleaning, j"
0,"m. And just like I'm'a vote because you know it'd be a shock if Hillary became President, she'd be our"
0,"us so we can come to a agreement, and life might be better for you and me. Mm-hm. You know, so. I thi"
0,"k God for /RD-NAME-2/ I- I told her my story, she be like, /RD-NAME-2/ If you need something, just aks"
0,"t'd be a shock if Hillary became President, she'd be our first woman President. So, things like that y"
0,"en eleven, twelve, or thirteen. I think it had to be between eleven and twelve, cause thirteen that's"
0,"re you? And how old] were you? I was um- I had to be between either thirteen, twelve, ele- between ele"
0,"tree. [] Couldn't be no wobbly switch, [it had to be one that went] [] [] Ugh you know brought back me"
0,"hat goes for the parents too, sometime we have to be quiet and listen to what our children wanna tell"
0,"ck, I'll get here close to the time I supposed to be here. Oh takes you less than an hour to get here?"
0,"is girlfriend helping me out, /RD-NAME-2/ I would be on the street. Cause my rent is twelve thirteen."
0,you can learn just by listening. Mm-hm. And you'd be surprised you don't have to go through a lot of t
0,I could tell kids today is listen. Listen. You'd be surprised what you can learn just by listening. M
0,"tronger one and you do that, says, they'll always be uh- beholden to you. [You know.] [Mm-hm.] So we-"
0,"ever experienced what I- what I experienced ever be- ever- ever before. Because in my neighborhood, we"
0,"because he's gonna be very fortunate, he's gonna be able to do things that other people can't do he's"
0,o do things that other people can't do he's gonna be able to find things that people can't find. Belie
0,"- name me- name me that? Said, because he's gonna be very fortunate, he's gonna be able to do things t"
0,"ther friends they had- they had started injecting be- right before I did and they- they were just uh, c"
0,"of the program get off of the methadone and just be drug free. You know and by nineteen ninety eight,"
0,lonel Hassan's army you know. But they would like be the ones that would s- you know s- have us sign t
0,"in the- back in the sixties too uh, you might not be familiar with Wings-N- with Wings-N-Things. Wings"
0,"hen you receive. The Bible says give and it shall be given unto you, pressed down, shaken together, ru"
0,"eel that you know you uh, should let those things be you know, your driving force of you know, empower"
0,"we take advantage of 'em we're gonna continue to be shifted around, moved and forced out you know of"
0,"ou know godfather of go go, what he made go go to be you know, that's what go go- I really- But- but i"
0,"eventually uh, I got s- got pneumonia, and had to be hospitalized and when I was hospitalized, my sist"
0,"pill, uh, then you know you- you /would/ have to be in the program but you would- there- it would kee"
0,telling her know that I didn't wanna- want her to be around me because I didn't want her to get in tro
0,e're not encouraging our group- race of people to be- to strive to be better than they are. Right Plus
0,n ourselves or someone who's better- who seems to be more affluent than ourselves. So we- we let- we l
0,ing our group- race of people to be- to strive to be better than they are. Right Plus the fact that th
0,"t's not the sleepy town it used to be, it used to be a s- sleepy /t-/ sleepy town at night time, on U"
0,"ngs. Wings-N-Things, Wings N' More Wings, used to be a place called Wings and- Wings and Things in DC."
